t_index	term	df
8184	outcri	1
8185	outdoor	4
8186	outer	11
8187	outfit	6
8188	outgo	9
8189	outgrowth	2
8190	outgun	1
8191	outing	1
8192	outlast	4
8193	outlaw	8
8194	outlay	1
8195	outlet	4
8196	outli	1
8197	outlin	8
8198	outliv	1
8199	outmaneuv	3
8200	outmod	1
8201	outnumb	3
8202	outplay	1
8203	outpol	16
8204	outpost	1
8205	outpour	5
8206	output	2
8207	outrag	21
8208	outrais	1
8209	outreach	1
8210	outright	21
8211	outset	4
8212	outsid	175
8213	outskirt	4
8214	outsmart	3
8215	outspend	1
8216	outspent	3
8217	outspoken	4
8218	outstand	2
8219	outster	1
8220	outstrip	1
8221	outtara	1
8222	outvot	1
8223	outward	3
8224	outwardli	1
8225	outweigh	2
8226	oval	4
8227	ovat	1
8228	overabund	1
8229	overal	6
8230	overbil	1
8231	overboard	2
8232	overcam	8
8233	overcom	13
8234	overconfid	3
8235	overcrowd	1
8236	overdo	1
8237	overdu	1
8238	overec	1
8239	overestim	1
8240	overextend	1
8241	overflow	4
8242	overh	1
8243	overhaul	3
8244	overhead	13
8245	overjoy	1
8246	overlap	1
8247	overli	2
8248	overload	3
8249	overlook	8
8250	overnight	25
8251	overpaid	1
8252	overpow	17
8253	overreact	1
8254	overrid	3
8255	overrul	1
8256	overrun	2
8257	oversaw	5
8258	overse	29
8259	oversea	25
8260	overshadow	10
8261	oversight	1
8262	overst	2
8263	overstay	1
8264	overstep	1
8265	overt	3
8266	overtak	2
8267	overtaken	1
8268	overthrew	5
8269	overthrow	9
8270	overthrown	4
8271	overtim	2
8272	overtli	1
8273	overton	1
8274	overtook	1
8275	overtur	2
8276	overturff	1
8277	overturn	16
8278	overwhelm	27
8279	overwhelmingli	2
8280	overwrought	1
8281	overzeal	2
8282	owe	12
8283	owen	9
8284	owhali	2
8285	own	21
8286	owner	20
8287	ownership	1
8288	oxfam	1
8289	oxfamamerica	1
8290	oxygen	1
8291	oyanguren	1
8292	p	77
8293	pa	19
8294	pabl	2
8295	pac	1
8296	pace	10
8297	pacif	26
8298	pack	34
8299	packag	4
8300	pact	7
8301	paddi	12
8302	paddl	1
8303	padella	1
8304	padlock	1
8305	pae	2
8306	page	37
8307	pageantri	2
8308	pager	1
8309	paid	30
8310	paig	1
8311	pain	31
8312	painstak	3
8313	painstakingli	3
8314	paint	11
8315	painter	1
8316	pair	20
8317	pajama	1
8318	pajoli	1
8319	pakistan	30
8320	pakistani	8
8321	palac	24
8322	palacio	2
8323	palanka	3
8324	pale	2
8325	palestin	11
8326	palestinian	53
8327	pall	2
8328	pallbear	1
8329	palm	5
8330	palmer	7
8331	paltri	1
8332	pamper	1
8333	pamphlet	3
8334	pan	8
8335	panama	24
8336	panamanian	1
8337	panamericana	1
8338	panchal	1
8339	pandya	14
8340	paneagua	2
8341	panel	16
8342	paniagua	35
8343	panic	16
8344	panick	8
8345	pant	1
8346	pantap	1
8347	panther	1
8348	pantsuit	1
8349	paola	3
8350	papandr	2
8351	paper	24
8352	paperwork	2
8353	para	1
8354	parachut	1
8355	parad	21
8356	paradigm	1
8357	paradox	1
8358	parafinanci	2
8359	paraguay	3
8360	parallel	6
8361	paralys	1
8362	paralyz	1
8363	paramed	2
8364	paramilitari	10
8365	paranoia	3
8366	paranoiac	1
8367	paraphras	1
8368	parapleg	2
8369	parapolic	2
8370	pardon	91
8371	parent	60
8372	pari	9
8373	pariah	5
8374	parikh	1
8375	parishion	3
8376	park	48
8377	parlanc	3
8378	parlett	1
8379	parliament	58
8380	parliamentari	6
8381	parliamentarian	1
8382	parlor	1
8383	parmar	1
8384	parodi	1
8385	parol	16
8386	part	240
8387	parth	2
8388	parti	192
8389	partial	11
8390	particip	60
8391	particular	31
8392	particularli	41
8393	partisan	3
8394	partisanship	2
8395	partit	2
8396	partli	10
8397	partner	41
8398	partnership	5
8399	parvail	1
8400	pasariavich	1
8401	pascagoula	6
8402	pascual	2
8403	paso	10
8404	pasriavach	1
8405	pasriavich	1
8406	pasricha	1
8407	pass	82
8408	passag	7
8409	passageway	1
8410	passeng	5
8411	passion	10
8412	passiv	2
8413	passport	9
8414	past	140
8415	pasta	1
8416	pastim	1
8417	pastri	2
8418	pastur	1
8419	pat	13
8420	pataki	1
8421	patch	4
8422	patel	10
8423	patera	1
8424	patern	2
8425	path	17
8426	pathway	1
8427	patienc	5
8428	patient	19
8429	patriarch	1
8430	patricia	8
8431	patrick	55
8432	patriot	4
8433	patrol	20
8434	patron	1
8435	patronag	2
8436	patt	1
8437	patten	3
8438	pattern	12
8439	patti	6
8440	paubl	1
8441	pauciti	1
8442	paul	25
8443	paula	2
8444	pauli	1
8445	paulin	1
8446	paus	8
8447	paval	1
8448	pave	7
8449	pavel	13
8450	pavelo	1
8451	pavement	4
8452	pavkov	9
8453	pavl	1
8454	pay	46
8455	payback	1
8456	paycheck	2
8457	payment	14
8458	payn	2
8459	payout	1
8460	payton	1
8461	pb	3
8462	pcp	1
8463	pdci	6
8464	peac	112
8465	peacekeep	7
8466	peacemak	1
8467	peacetre	1
8468	peacetreesvietnam	1
8469	peach	1
8470	peak	1
8471	pearl	1
8472	pearland	2
8473	peas	3
8474	peasant	4
8475	peddl	12
8476	peddler	1
8477	pedestrian	3
8478	pedro	1
8479	peduca	1
8480	peek	1
8481	peeler	1
8482	peer	3
8483	pejor	1
8484	pelev	1
8485	pelki	7
8486	pelt	4
8487	peltier	12
8488	pelvi	1
8489	pen	4
8490	pena	2
8491	penal	4
8492	penalti	19
8493	pencil	1
8494	pend	11
8495	penetr	7
8496	peng	2
8497	peninsula	43
8498	penitentiari	3
8499	penn	3
8500	pennsylvania	27
8501	pension	3
8502	pent	1
8503	pentag	1
8504	pentagon	125
8505	peopl	483
8506	pepper	3
8507	per	7
8508	perceiv	10
8509	percent	97
8510	percentag	12
8511	percept	3
8512	perch	6
8513	percol	1
8514	perdu	3
8515	perelman	1
8516	perez	14
8517	perfect	14
8518	perfectli	2
8519	perform	28
8520	pergram	1
8521	perhap	56
8522	peril	5
8523	perimet	2
8524	period	43
8525	peripher	1
8526	peris	1
8527	perish	9
8528	perjuri	6
8529	perk	1
8530	perman	15
8531	permiss	3
8532	permit	21
8533	perpetr	8
8534	perpetu	1
8535	persecut	10
8536	persever	3
8537	persian	67
8538	persist	11
8539	person	112
8540	personifi	2
8541	personnel	60
8542	perspect	10
8543	persuad	27
8544	persuas	1
8545	pertain	1
8546	peru	62
8547	peruano	1
8548	perus	1
8549	peruvian	50
8550	pervas	1
8551	pervers	1
8552	pervez	4
8553	peshawar	1
8554	pessag	1
8555	pessim	2
8556	pessimist	1
8557	pet	3
8558	pete	38
8559	peter	26
8560	petersberg	1
8561	petersburg	8
8562	petersen	2
8563	peterson	10
8564	petier	1
8565	petit	16
8566	petn	1
8567	petrova	1
8568	petti	6
8569	pew	2
8570	pezzor	2
8571	pham	3
8572	pharmaceut	4
8573	pharmaci	2
8574	phase	9
8575	phenomenon	3
8576	pherchevia	1
8577	phieu	7
8578	phil	2
8579	philadelphia	3
8580	philanthrop	3
8581	philanthropi	4
8582	philanthropist	1
8583	philharmon	1
8584	philip	12
8585	philippin	3
8586	phillip	1
8587	philosophi	3
8588	phoenix	3
8589	phone	62
8590	phonet	1
8591	phoni	2
8592	photo	24
8593	photograph	25
8594	phrase	6
8595	phylli	1
8596	physic	30
8597	physician	5
8598	pick	61
8599	pickax	1
8600	picker	1
8601	picket	5
8602	pickup	10
8603	picnic	3
8604	pictur	35
8605	piec	49
8606	piecem	1
8607	pier	8
8608	pierc	11
8609	pierr	3
8610	pietropaoli	1
8611	pig	5
8612	piggyback	2
8613	pike	1
8614	pile	24
8615	pilfer	1
8616	pilgrim	2
8617	pillar	16
8618	pillori	3
8619	pillow	1
8620	pillowcas	1
8621	pilot	28
8622	pin	10
8623	pincu	3
8624	pine	9
8625	pink	4
8626	pinkish	1
8627	pinochet	1
8628	pinpoint	2
8629	piolin	6
8630	pioneer	2
8631	pipe	6
8632	pipelin	6
8633	piper	1
8634	pistol	8
8635	pit	17
8636	pitch	9
8637	pitkowski	1
8638	pittman	1
8639	pittsburg	2
8640	pittsburgh	3
8641	pivot	6
8642	pizza	2
8643	placard	3
8644	placat	2
8645	place	217
8646	plagu	10
8647	plain	4
8648	plainli	1
8649	plaintiff	1
8650	plaintiv	2
8651	plan	251
8652	planc	1
8653	plane	125
8654	planeload	9
8655	planner	2
8656	plant	19
8657	plantat	4
8658	planter	1
8659	plaster	2
8660	plastic	29
8661	plate	11
8662	plateau	3
8663	platform	19
8664	platt	1
8665	play	131
8666	player	54
8667	playoff	1
8668	playwright	2
8669	plaza	2
8670	plea	16
8671	plead	31
8672	pleas	27
8673	pleaser	2
8674	pleasur	8
8675	plebiscit	2
8676	pled	2
8677	pledg	68
8678	plenti	7
8679	pli	1
8680	plight	3
8681	plot	25
8682	plotnikov	2
8683	plotter	2
8684	plow	2
8685	ploy	1
8686	plu	20
8687	pluck	3
8688	plug	2
8689	plum	5
8690	plume	3
8691	plummet	6
8692	plung	13
8693	plural	1
8694	plush	1
8695	plust	1
8696	pmsea	2
8697	pneumat	2
8698	po	1
8699	pock	1
8700	pocket	20
8701	pocketbook	1
8702	podesta	1
8703	podgarica	1
8704	podgorica	3
8705	podium	3
8706	poet	1
8707	poignanc	1
8708	poignant	6
8709	point	189
8710	pointedli	1
8711	pointless	2
8712	pois	6
8713	poison	7
8714	poke	2
8715	poker	1
8716	poland	4
8717	polar	2
8718	pole	7
8719	polic	212
8720	policeman	14
8721	policemen	14
8722	polici	94
8723	polish	3
8724	polit	229
8725	politburo	1
8726	politi	1
8727	politic	3
8728	politica	1
8729	politician	42
8730	politika	5
8731	poll	64
8732	pollard	6
8733	pollincen	1
8734	pollster	4
8735	pollut	3
8736	polo	1
8737	pomp	2
8738	ponchevo	1
8739	poncho	3
8740	ponder	2
8741	pondicherri	2
8742	pontiac	1
8743	ponytail	5
8744	pooh	2
8745	pool	9
8746	poor	27
8747	poorer	2
8748	poorest	4
8749	poorli	6
8750	pop	2
8751	pope	64
8752	popov	4
8753	popul	48
8754	popular	94
8755	popularli	1
8756	populist	7
8757	por	1
8758	porch	2
8759	porou	1
8760	porridg	1
8761	port	172
8762	portabl	2
8763	porter	3
8764	porterag	1
8765	portion	13
8766	portland	7
8767	portman	1
8768	portrait	5
8769	portray	11
8770	portsid	1
8771	portsmouth	5
8772	portugues	5
8773	pose	25
8774	posh	2
8775	posit	112
8776	possess	19
8777	possibl	236
8778	post	93
8779	postal	2
8780	postcard	1
8781	postelect	1
8782	poster	10
8783	posthum	7
8784	postmatch	2
8785	postmortem	1
8786	postpon	13
8787	postur	4
8788	postwar	1
8789	pot	2
8790	potato	2
8791	potent	3
8792	potenti	50
8793	pothol	1
8794	potray	1
8795	potter	1
8796	pouch	2
8797	poultri	2
8798	pounc	1
8799	pound	25
8800	pour	39
8801	povel	1
8802	poverti	20
8803	pow	9
8804	powel	9
8805	power	330
8806	powerbrok	1
8807	powerhous	1
8808	powerless	2
8809	poynter	1
8810	pozarevac	5
8811	practic	39
8812	praddo	1
8813	pradeep	1
8814	pradesh	4
8815	pragmat	4
8816	pragna	1
8817	pragu	1
8818	prais	28
8819	prakash	1
8820	pramod	1
8821	prankster	1
8822	prateek	1
8823	pratt	2
8824	pravda	1
8825	pray	23
8826	prayer	20
8827	pre	10
8828	preach	3
8829	precari	2
8830	precaut	34
8831	precautionari	6
8832	preced	10
8833	precinct	5
8834	preciou	4
8835	precipit	3
8836	precis	19
8837	preclud	1
8838	precondit	3
8839	predat	3
8840	predawn	1
8841	predecessor	7
8842	predgrag	4
8843	predica	1
8844	predict	55
8845	predominantli	1
8846	predrag	1
8847	prefabr	1
8848	prefer	17
8849	pregam	1
8850	pregnanc	1
8851	pregnant	5
8852	prejud	1
8853	prejudg	2
8854	prejudic	1
8855	preliminari	24
8856	prelud	2
8857	prematur	5
8858	premedit	6
8859	premis	2
8860	premium	1
8861	premonit	1
8862	preoccupi	2
8863	preordain	1
8864	prepackag	1
8865	prepar	128
8866	preparatori	1
8867	preplan	3
8868	preposit	1
8869	prerog	2
8870	presag	3
8871	prescrib	3
8872	prescript	10
8873	presenc	36
8874	present	61
8875	preserv	14
8876	presevo	1
8877	presid	552
8878	presiden	1
8879	presidenti	221
8880	press	121
8881	pressman	1
8882	pressur	74
8883	prestig	1
8884	prestigi	1
8885	presum	35
8886	presumpt	1
8887	preteen	1
8888	pretend	5
8889	pretext	2
8890	pretti	42
8891	prevail	21
8892	prevent	58
8893	preview	2
8894	previou	31
8895	previous	27
8896	pri	15
8897	prianka	1
8898	pribicev	1
8899	price	32
8900	pricey	1
8901	pride	13
8902	priest	14
8903	primari	15
8904	primarili	1
8905	prime	117
8906	primit	1
8907	princ	8
8908	princeton	2
8909	princip	6
8910	principl	19
8911	prinosil	2
8912	print	5
8913	prior	15
8914	prioriti	40
8915	priscilla	1
8916	prisilla	1
8917	prison	142
8918	prissila	1
8919	pristavkin	4
8920	pristina	5
8921	privaci	4
8922	privat	58
8923	privi	1
8924	privileg	9
8925	priyanka	1
8926	prize	12
8927	pro	45
8928	proactiv	1
8929	probabl	63
8930	probat	5
8931	probe	32
8932	probiti	1
8933	problem	99
8934	problemat	4
8935	proce	5
8936	procedur	31
8937	proceed	24
8938	process	100
8939	procession	1
8940	proclaim	18
8941	prod	2
8942	prodigi	1
8943	produc	35
8944	product	19
8945	prof	1
8946	profess	2
8947	profession	15
8948	professor	33
8949	professori	1
8950	profil	31
8951	profit	14
8952	profound	3
8953	progeni	1
8954	progenitor	1
8955	program	51
8956	progress	35
8957	prohibit	7
8958	project	26
8959	projectil	1
8960	prokuplj	1
8961	prolifer	1
8962	prolong	8
8963	promila	3
8964	promin	20
8965	promis	103
8966	promot	29
8967	prompt	46
8968	promptli	4
8969	prone	4
8970	pronounc	12
8971	proof	13
8972	prop	2
8973	propag	1
8974	propaganda	19
8975	prope	1
8976	propel	9
8977	propens	1
8978	proper	12
8979	properli	4
8980	properti	12
8981	prophet	2
8982	propon	2
8983	proport	3
8984	proportion	1
8985	propos	27
8986	proposit	7
8987	proprietor	1
8988	propuls	7
8989	proscrib	2
8990	prosecut	33
8991	prosecutor	61
8992	prospect	22
8993	prosper	30
8994	prosperi	1
8995	prostat	2
8996	prote	1
8997	protect	91
8998	protectionist	1
8999	protector	2
9000	protest	130
9001	protestor	9
9002	protic	1
9003	protract	5
9004	proud	15
9005	proudli	2
9006	prove	46
9007	proven	12
9008	provid	98
9009	providian	1
9010	provinc	30
9011	provis	7
9012	provision	4
9013	provoc	4
9014	provok	16
9015	prow	1
9016	prowl	1
9017	proxi	4
9018	prudenc	2
9019	prudent	6
9020	psychiatrist	1
9021	psychic	1
9022	psycholog	4
9023	psychologist	3
9024	psychosi	1
9025	ptt	1
9026	public	165
9027	publicist	1
9028	publicli	27
9029	publish	34
9030	puddl	1
9031	pueblo	2
9032	puerto	2
9033	puf	2
9034	puff	1
9035	pug	1
9036	pull	126
9037	pulpit	1
9038	puls	6
9039	pulver	1
9040	pumahambo	1
9041	pummel	1
9042	pump	10
9043	pumpkin	1
9044	punch	12
9045	punctuat	6
9046	punctur	9
9047	puni	1
9048	punish	48
9049	punit	2
9050	puppet	6
9051	purchas	22
9052	purdum	1
9053	pure	7
9054	purebr	2
9055	purg	3
9056	purif	3
9057	purifi	1
9058	purist	1
9059	puritan	1
9060	puriti	1
9061	purpl	4
9062	purport	1
9063	purpos	20
9064	purs	1
9065	pursu	36
9066	pursuit	1
9067	push	67
9068	put	185
9069	putaway	1
9070	putin	71
9071	putsch	3
9072	putt	1
9073	puzzl	8
9074	pyno	1
9075	pyongyang	1
9076	pyramid	1
9077	pyre	9
9078	qadhi	2
9079	qaeda	4
9080	qaida	4
9081	qatar	15
9082	qazi	1
9083	qian	1
9084	quaill	1
9085	quak	89
9086	qualif	4
9087	qualifi	18
9088	qualiti	7
9089	quang	2
9090	quantit	1
9091	quantiti	7
9092	quantum	5
9093	quarantin	1
9094	quarrelsom	2
9095	quarten	1
9096	quarter	31
9097	quarterback	1
9098	quarterdeck	2
9099	quarterfin	26
9100	quarterfinalist	4
9101	quartet	1
9102	quash	1
9103	quasi	1
9104	qud	1
9105	queen	3
9106	quell	4
9107	queri	1
9108	quest	1
9109	question	214
9110	queue	1
9111	quick	36
9112	quicker	3
9113	quickli	76
9114	quid	1
9115	quiet	14
9116	quieter	2
9117	quietli	13
9118	quietud	1
9119	quigley	5
9120	quill	1
9121	quinci	3
9122	quinn	11
9123	quip	1
9124	quit	63
9125	quiver	1
9126	quiz	2
9127	quizz	1
9128	quo	1
9129	quorum	2
9130	quot	45
9131	quotat	1
9132	quotient	1
9133	quow	1
9134	quran	2
9135	r	53
9136	ra	1
9137	rabitah	1
9138	racak	1
9139	race	102
9140	racial	4
9141	racicot	1
9142	racism	1
9143	racist	1
9144	rack	2
9145	racket	29
9146	rackham	1
9147	rad	1
9148	radar	9
9149	radavan	1
9150	raddatz	1
9151	rade	2
9152	radford	1
9153	radiat	3
9154	radic	24
9155	radicor	1
9156	radio	72
9157	radioact	1
9158	radioprograma	7
9159	radoman	3
9160	radov	2
9161	radovan	3
9162	rafael	2
9163	rafiq	1
9164	raft	2
9165	rafter	27
9166	raftogi	3
9167	rag	6
9168	rage	12
9169	rahman	2
9170	raid	8
9171	rail	2
9172	railroad	5
9173	railway	6
9174	rain	28
9175	raincoat	2
9176	raini	8
9177	rainstorm	2
9178	rais	91
9179	raiser	15
9180	raj	1
9181	rajan	1
9182	rajasthan	4
9183	rajat	3
9184	rajendrakumar	1
9185	rajesh	3
9186	ralli	126
9187	ralph	10
9188	ram	9
9189	rama	1
9190	ramadan	3
9191	ramallah	4
9192	rambhai	3
9193	rambo	4
9194	ramesh	3
9195	ramirez	5
9196	ramiy	1
9197	ramo	1
9198	ramp	6
9199	rampag	6
9200	rampal	1
9201	rampant	10
9202	ramshackl	1
9203	ramstein	20
9204	ran	39
9205	ranad	3
9206	ranch	3
9207	rancher	1
9208	rancor	3
9209	rand	1
9210	randi	19
9211	random	6
9212	rang	46
9213	rangel	1
9214	ranger	1
9215	rank	41
9216	rann	1
9217	ransom	3
9218	rap	1
9219	rape	8
9220	rapid	9
9221	rapidli	13
9222	rapist	14
9223	rapproch	4
9224	raquel	2
9225	rare	54
9226	rarer	1
9227	rariti	1
9228	rash	1
9229	rashad	1
9230	rashid	2
9231	rasik	1
9232	rat	3
9233	rate	17
9234	rath	1
9235	rather	63
9236	rathod	1
9237	ratif	1
9238	ratifi	4
9239	ration	4
9240	rational	1
9241	ratko	2
9242	ratliff	1
9243	ratnal	1
9244	ratnalaswami	1
9245	rattl	8
9246	raucou	4
9247	ravag	12
9248	raven	2
9249	ravenel	1
9250	ravin	5
9251	raw	2
9252	rawalpindi	1
9253	ray	11
9254	raymond	4
9255	raznatov	1
9256	razor	3
9257	razzano	4
9258	rdp	1
9259	rdr	5
9260	re	214
9261	reach	168
9262	reachabl	4
9263	react	9
9264	reaction	17
9265	reactionari	1
9266	reactor	5
9267	read	46
9268	reader	2
9269	readi	58
9270	reaffirm	4
9271	reagan	9
9272	real	74
9273	realist	4
9274	realiti	18
9275	realiz	32
9276	realli	105
9277	reappear	2
9278	rear	35
9279	rearrest	1
9280	reason	100
9281	reassert	2
9282	reassess	1
9283	reassum	1
9284	reassur	6
9285	rebecca	1
9286	rebel	14
9287	rebelli	1
9288	rebellion	6
9289	rebirth	1
9290	rebound	7
9291	rebroadcast	2
9292	rebuf	1
9293	rebuff	1
9294	rebuild	22
9295	rebuilt	1
9296	rebuk	3
9297	reburi	3
9298	rebutt	1
9299	recal	17
9300	recalcitr	1
9301	recant	8
9302	recap	1
9303	recaptur	6
9304	reced	4
9305	receipt	7
9306	receiv	130
9307	recent	143
9308	recept	6
9309	receptionist	1
9310	recess	1
9311	recipi	2
9312	recit	1
9313	reckon	5
9314	reclaim	5
9315	reclus	3
9316	recogn	47
9317	recognit	5
9318	recomm	1
9319	recommend	41
9320	recon	1
9321	reconcil	1
9322	reconcili	19
9323	reconnaiss	2
9324	reconsid	2
9325	reconstitut	2
9326	reconstruct	7
9327	record	84
9328	recount	16
9329	recov	130
9330	recoveri	48
9331	recreat	9
9332	recrimin	1
9333	recruit	11
9334	rectifi	1
9335	rector	1
9336	recuper	3
9337	recur	2
9338	recurr	5
9339	red	83
9340	redcross	1
9341	reddish	1
9342	reded	1
9343	redeem	2
9344	redefin	2
9345	redempt	1
9346	redesign	1
9347	redesignwo	1
9348	redford	1
9349	rediscov	1
9350	redistrict	1
9351	redress	1
9352	redskin	1
9353	reduc	27
9354	reduct	2
9355	reebok	1
9356	reeca	1
9357	reeker	9
9358	reel	1
9359	reemerg	1
9360	reenerg	1
9361	reenter	1
9362	reev	1
9363	reexamin	1
9364	refer	59
9365	referendum	9
9366	refin	1
9367	refineri	4
9368	refit	2
9369	reflag	1
9370	reflect	36
9371	reflex	1
9372	reform	48
9373	refrain	3
9374	refresh	2
9375	refriger	2
9376	refuel	122
9377	refug	7
9378	refuge	7
9379	refund	1
9380	refurbish	1
9381	refus	113
9382	refut	3
9383	regain	13
9384	regalia	2
9385	regalla	1
9386	regard	32
9387	regardless	7
9388	regga	1
9389	regim	64
9390	region	154
9391	regist	31
9392	registr	4
9393	registri	2
9394	regret	13
9395	regroup	5
9396	regul	12
9397	regular	14
9398	regularli	4
9399	regulatori	1
9400	rehabilit	4
9401	rehears	2
9402	rehir	1
9403	rehnquist	2
9404	reicher	1
9405	reichstag	1
9406	reign	11
9407	reignit	1
9408	reimpos	1
9409	rein	8
9410	reincarn	1
9411	reinforc	19
9412	reinstat	2
9413	reinstitut	1
9414	reintegr	5
9415	reiter	8
9416	reject	61
9417	rejoic	3
9418	rejoin	2
9419	rekanlt	1
9420	rel	75
9421	relat	104
9422	relationship	41
9423	relax	12
9424	relay	6
9425	relearn	1
9426	releas	153
9427	relent	1
9428	relentless	4
9429	relev	6
9430	reli	10
9431	reliabl	2
9432	relianc	3
9433	relief	64
9434	reliev	9
9435	religi	27
9436	religion	8
9437	relinquish	8
9438	relish	2
9439	reliv	2
9440	reloc	1
9441	reluct	13
9442	reluctantli	2
9443	remain	329
9444	remaind	6
9445	remak	1
9446	remark	39
9447	rematch	5
9448	remedi	1
9449	rememb	54
9450	remembr	2
9451	remind	27
9452	reminisc	2
9453	remiss	13
9454	remnant	3
9455	remors	2
9456	remot	16
9457	remotest	2
9458	remov	80
9459	renaiss	2
9460	renam	4
9461	render	9
9462	rendero	2
9463	rendezv	2
9464	rene	2
9465	renew	17
9466	renna	1
9467	reno	10
9468	renomin	1
9469	renounc	5
9470	renown	1
9471	rent	12
9472	rental	1
9473	reoccur	1
9474	reopen	8
9475	reorgan	2
9476	rep	40
9477	repackag	1
9478	repaid	2
9479	repaint	1
9480	repair	45
9481	repatri	7
9482	repay	2
9483	repeal	1
9484	repeat	27
9485	repeatedli	28
9486	repel	9
9487	repent	3
9488	repetit	1
9489	replac	44
9490	replay	1
9491	replet	1
9492	repli	20
9493	replic	1
9494	repor	1
9495	report	401
9496	reportedli	28
9497	repres	70
9498	represent	3
9499	repress	9
9500	repriev	1
9501	repris	6
9502	republ	66
9503	republican	120
9504	republika	1
9505	repudi	1
9506	repuls	3
9507	reput	29
9508	reputedli	4
9509	request	56
9510	requir	77
9511	rerout	1
9512	rerun	2
9513	reschedul	1
9514	rescu	114
9515	rescuer	49
9516	research	21
9517	resembl	6
9518	resent	12
9519	reserv	19
9520	resettl	1
9521	reshap	3
9522	resid	99
9523	residenti	10
9524	residu	8
9525	resign	84
9526	resili	5
9527	resist	32
9528	resolut	15
9529	resolv	35
9530	reson	1
9531	resort	24
9532	resound	2
9533	resourc	12
9534	respect	57
9535	respir	2
9536	respiratori	2
9537	responbl	1
9538	respond	50
9539	respons	175
9540	ressam	1
9541	rest	91
9542	restart	2
9543	restat	1
9544	restaur	8
9545	restitut	5
9546	restiv	3
9547	restless	1
9548	restock	1
9549	restor	57
9550	restrain	4
9551	restraint	3
9552	restrict	14
9553	result	146
9554	resum	29
9555	resumpt	2
9556	resurfac	5
9557	resurg	4
9558	resurrect	2
9559	resuscit	1
9560	retail	2
9561	retain	17
9562	retak	7
9563	retali	29
9564	retaliatori	4
9565	retard	1
9566	retherford	1
9567	rethink	2
9568	retic	1
9569	retinu	1
9570	retir	94
9571	retire	1
9572	retrac	1
9573	retract	15
9574	retractor	1
9575	retreat	16
9576	retrial	2
9577	retribut	2
9578	retriev	25
9579	retrospect	5
9580	return	235
9581	returne	1
9582	reunif	1
9583	reunion	2
9584	reunit	4
9585	reuter	3
9586	rev	14
9587	reveal	34
9588	revel	8
9589	reveng	13
9590	revenu	2
9591	rever	5
9592	reverber	1
9593	revers	24
9594	revert	1
9595	review	51
9596	revil	2
9597	revis	16
9598	reviv	18
9599	revkin	1
9600	revok	4
9601	revolt	15
9602	revolut	30
9603	revolutionari	11
9604	revolv	5
9605	revonish	1
9606	reward	38
9607	rewrit	1
9608	rewrot	1
9609	rex	3
9610	rey	4
9611	reynaldo	1
9612	reynold	4
9613	rfa	1
9614	rg	1
9615	rhein	5
9616	rhetor	4
9617	rheumat	2
9618	rhode	4
9619	ri	1
9620	riad	1
9621	rial	1
9622	rib	1
9623	ribat	1
9624	ribbon	3
9625	rica	2
9626	rican	2
9627	ricardo	17
9628	rice	19
9629	rich	34
9630	richard	49
9631	richardson	1
9632	richer	1
9633	richest	2
9634	richmond	3
9635	richter	7
9636	rick	19
9637	ricochet	1
9638	rid	8
9639	riddanc	1
9640	riddl	1
9641	ride	17
9642	rider	1
9643	riderless	1
9644	ridg	8
9645	ridicul	2
9646	riestra	1
9647	rifai	3
9648	rifl	20
9649	rift	1
9650	rig	23
9651	rigg	4
9652	right	201
9653	rightist	1
9654	rigor	1
9655	rim	7
9656	ring	8
9657	ringlead	12
9658	ringold	1
9659	rinn	1
9660	rins	2
9661	rio	2
9662	riot	34
9663	rioter	1
9664	riotou	1
9665	rip	47
9666	rippl	2
9667	rippner	6
9668	rise	64
9669	risen	7
9670	risk	57
9671	riski	13
9672	ristic	1
9673	rita	6
9674	ritesh	1
9675	rith	1
9676	rittner	4
9677	ritual	3
9678	riva	23
9679	rival	41
9680	rivalri	10
9681	rivasseau	1
9682	river	13
9683	rivera	1
9684	riverb	1
9685	riversid	1
9686	rivet	1
9687	riviera	2
9688	riyadh	7
9689	rnahan	1
9690	rnment	1
9691	roach	2
9692	road	61
9693	roadblock	17
9694	roadsid	2
9695	roadway	1
9696	roam	12
