t_index	term	df
6614	leav	195
6615	leavenworth	2
6616	leavitt	1
6617	lebanes	3
6618	lebanon	12
6619	lectur	2
6620	led	124
6621	lee	13
6622	leech	4
6623	lefortovo	14
6624	lefrotovo	1
6625	left	249
6626	leftist	20
6627	leftov	4
6628	leg	39
6629	legaci	12
6630	legal	67
6631	legend	5
6632	legendari	2
6633	legion	1
6634	legisl	36
6635	legislatur	19
6636	legitim	12
6637	legitimaci	11
6638	lehan	1
6639	lehrer	3
6640	leicest	1
6641	leidig	1
6642	lend	11
6643	lender	2
6644	lendl	1
6645	length	8
6646	lengthi	9
6647	lenienc	4
6648	lenient	1
6649	leningradski	2
6650	lennard	1
6651	lent	1
6652	leon	5
6653	leonard	12
6654	leposava	1
6655	leprinc	1
6656	lesbian	1
6657	lesion	1
6658	lesley	1
6659	lesli	2
6660	less	95
6661	lessen	1
6662	lesser	4
6663	lesson	14
6664	lest	1
6665	let	116
6666	letdown	1
6667	lethal	2
6668	letter	77
6669	letup	1
6670	leve	1
6671	level	106
6672	lever	3
6673	leverag	2
6674	lewi	1
6675	lewinski	3
6676	lexington	4
6677	lg	1
6678	li	3
6679	liabil	1
6680	liar	5
6681	libbi	2
6682	liber	29
6683	liberia	3
6684	liberti	8
6685	libido	1
6686	librari	3
6687	libya	3
6688	libyan	3
6689	licens	19
6690	lid	1
6691	lida	1
6692	lie	45
6693	lieberman	27
6694	lien	1
6695	lieuten	15
6696	life	134
6697	lifeless	1
6698	lifelong	1
6699	lifestyl	2
6700	lifetim	4
6701	lift	90
6702	light	46
6703	lightbulb	1
6704	lighter	2
6705	lightheartedli	2
6706	lightli	4
6707	lightn	4
6708	like	348
6709	likelihood	3
6710	liken	1
6711	likin	2
6712	lilic	1
6713	lima	33
6714	limb	12
6715	lime	4
6716	limit	38
6717	limousin	10
6718	limp	5
6719	limpli	1
6720	lincoln	7
6721	linda	7
6722	lindenhurt	2
6723	lindi	1
6724	lindsay	41
6725	lindsey	2
6726	line	158
6727	lineman	1
6728	liner	2
6729	lineup	4
6730	linger	16
6731	linguist	1
6732	link	84
6733	lion	1
6734	lionel	1
6735	lioniz	1
6736	lip	2
6737	lipent	1
6738	lippin	1
6739	lippold	18
6740	liquid	2
6741	lir	1
6742	lisa	17
6743	lisnard	2
6744	list	97
6745	listen	28
6746	lister	1
6747	lists	1
6748	lit	7
6749	liter	12
6750	literaci	1
6751	literatur	2
6752	lith	1
6753	liton	1
6754	litter	3
6755	littl	162
6756	litton	6
6757	littor	1
6758	liturgi	1
6759	liv	1
6760	live	218
6761	liveliest	1
6762	liver	1
6763	ll	88
6764	llagostera	3
6765	lleyton	7
6766	llosa	3
6767	lloyd	3
6768	lo	16
6769	load	50
6770	loader	5
6771	loan	22
6772	loayza	2
6773	lob	8
6774	lobbi	7
6775	lobbyist	1
6776	lobito	2
6777	local	100
6778	locani	2
6779	locat	49
6780	lock	19
6781	locker	1
6782	lockerbi	2
6783	lockup	1
6784	locu	1
6785	lodg	1
6786	loft	2
6787	lofti	2
6788	loftiest	1
6789	log	6
6790	logic	5
6791	logist	12
6792	logvinovich	1
6793	lohna	1
6794	loi	1
6795	loit	1
6796	london	33
6797	lone	8
6798	long	236
6799	longer	65
6800	longest	6
6801	longev	1
6802	longshot	1
6803	longstand	4
6804	longtim	26
6805	look	221
6806	lookout	3
6807	loom	7
6808	loop	1
6809	loophol	2
6810	loos	24
6811	loosen	7
6812	looser	2
6813	loot	11
6814	lopez	6
6815	lopsid	4
6816	loran	6
6817	lord	6
6818	lore	1
6819	lorensen	1
6820	lorenzo	6
6821	lori	1
6822	loron	2
6823	lorri	1
6824	lose	79
6825	loser	7
6826	loss	62
6827	lost	150
6828	lot	132
6829	lott	6
6830	lotteri	1
6831	lou	1
6832	loud	13
6833	loudli	1
6834	loudspeak	9
6835	loug	1
6836	loui	65
6837	louisiana	6
6838	louisvil	4
6839	lourd	1
6840	lousi	3
6841	love	50
6842	low	57
6843	lowel	3
6844	lower	26
6845	lowest	5
6846	loyal	16
6847	loyalist	17
6848	loyalti	8
6849	lsd	1
6850	lt	53
6851	ltd	2
6852	lubbock	1
6853	luci	1
6854	lucia	2
6855	luciano	1
6856	lucio	2
6857	luck	4
6858	lucki	20
6859	luckier	1
6860	luckiest	3
6861	lucr	2
6862	ludwig	1
6863	lugar	3
6864	luggag	1
6865	lui	8
6866	lukin	1
6867	lumber	3
6868	lumberjack	1
6869	luna	1
6870	lunch	12
6871	luncheon	3
6872	lunchtim	2
6873	lung	9
6874	luong	6
6875	lurid	1
6876	lurin	1
6877	lush	1
6878	lust	1
6879	luther	2
6880	lutheran	1
6881	luxembourg	3
6882	luxor	2
6883	luxuri	5
6884	lvador	1
6885	lwr	1
6886	lwr2	1
6887	lyhoog	1
6888	lynch	2
6889	lyndon	8
6890	lynn	2
6891	lyon	1
6892	lyric	3
6893	ma	1
6894	mac	4
6895	macarthur	1
6896	macdonald	4
6897	maceda	11
6898	macedonia	2
6899	machaca	3
6900	machet	6
6901	machin	23
6902	machineri	4
6903	machinist	1
6904	mack	8
6905	macon	1
6906	mad	4
6907	madden	1
6908	maddock	1
6909	made	296
6910	madelein	42
6911	madelin	4
6912	madinat	1
6913	madison	3
6914	madix	1
6915	madra	4
6916	madrassah	1
6917	madrid	14
6918	maelstrom	1
6919	mafia	3
6920	magana	6
6921	maganbhai	4
6922	magazin	13
6923	mager	1
6924	maggi	1
6925	magic	2
6926	magistr	3
6927	magnanim	3
6928	magnat	3
6929	magnet	1
6930	magnifi	4
6931	magnific	1
6932	magnitogorsk	2
6933	magnitud	59
6934	magnu	14
6935	magnum	4
6936	mahajan	2
6937	mahatma	1
6938	mahesh	1
6939	mahmood	1
6940	mahmoud	1
6941	mahogani	1
6942	mahopac	1
6943	mahur	3
6944	maiden	1
6945	mail	22
6946	maim	3
6947	main	122
6948	mainagashev	1
6949	mainland	1
6950	mainli	17
6951	mainstay	1
6952	maintain	48
6953	mainten	19
6954	mainupl	1
6955	maj	5
6956	majdanpek	1
6957	majoli	6
6958	major	198
6959	make	275
6960	maker	8
6961	makeshift	16
6962	maketa	1
6963	makeup	1
6964	malaysia	4
6965	malaysian	3
6966	malca	1
6967	malcolm	2
6968	male	2
6969	malevol	4
6970	malfunct	13
6971	malhotra	1
6972	mali	3
6973	malic	2
6974	maliss	1
6975	malivai	1
6976	mall	5
6977	malnourish	1
6978	malnutrit	1
6979	malon	1
6980	maloney	2
6981	mama	1
6982	mamad	2
6983	mamansk	1
6984	mammoth	2
6985	man	210
6986	manag	88
6987	manama	4
6988	mananga	1
6989	manannikova	1
6990	manau	1
6991	manchest	1
6992	mandat	9
6993	mandatori	7
6994	mandela	1
6995	maneuv	27
6996	mangal	1
6997	mangl	12
6998	mangu	1
6999	manhattan	10
7000	manhunt	27
7001	mani	345
7002	mania	3
7003	manifest	1
7004	manifold	1
7005	manind	1
7006	manipul	27
7007	mann	4
7008	manner	15
7009	manorama	1
7010	mansfield	1
7011	mansi	1
7012	mansion	21
7013	mansoob	1
7014	mansoon	1
7015	mantra	4
7016	manual	2
7017	manuel	5
7018	manufactur	12
7019	maoist	2
7020	map	8
7021	maquiladora	1
7022	mar	20
7023	maradiaga	1
7024	maraniss	1
7025	marat	27
7026	marathon	6
7027	marbella	1
7028	marbl	3
7029	marburi	1
7030	marc	23
7031	marcela	1
7032	marcelo	2
7033	march	59
7034	marchenko	1
7035	marcher	6
7036	marci	1
7037	marco	7
7038	marg	1
7039	margaret	4
7040	margin	26
7041	margolin	2
7042	mari	27
7043	maria	13
7044	mariam	1
7045	mariana	2
7046	mariano	1
7047	marietta	3
7048	marija	1
7049	marijuana	5
7050	marilyn	4
7051	marin	39
7052	mario	9
7053	marit	2
7054	maritim	17
7055	marjanov	2
7056	mark	85
7057	market	33
7058	marketplac	2
7059	marko	11
7060	markov	10
7061	marlborough	2
7062	marlen	2
7063	marlin	15
7064	marlton	1
7065	marmian	1
7066	maroon	1
7067	marquez	15
7068	marrero	2
7069	marri	7
7070	marriag	5
7071	marroquin	1
7072	marrow	1
7073	marsha	1
7074	marshal	12
7075	marshallfor	1
7076	marshallreport	1
7077	mart	1
7078	marta	2
7079	martha	2
7080	marti	1
7081	martial	1
7082	martin	20
7083	martina	40
7084	martinez	8
7085	martyr	3
7086	martz	1
7087	marv	1
7088	marvel	2
7089	marxist	11
7090	maryland	3
7091	masia	1
7092	mask	5
7093	mason	3
7094	masonri	11
7095	masquerad	1
7096	masri	2
7097	mass	41
7098	massachusett	5
7099	massacr	6
7100	masseus	1
7101	massi	2
7102	massif	1
7103	massiv	65
7104	mast	1
7105	master	10
7106	masteri	1
7107	mastermind	33
7108	mat	1
7109	match	70
7110	matchup	6
7111	mate	18
7112	materi	42
7113	math	1
7114	mathemat	3
7115	mathewson	2
7116	mathieu	1
7117	matic	4
7118	matt	1
7119	matter	77
7120	matthew	8
7121	mattingli	1
7122	mattress	5
7123	matur	2
7124	mauresmo	6
7125	mauricio	1
7126	mauritania	4
7127	mauro	1
7128	mausoleum	3
7129	max	1
7130	maxim	2
7131	maximalist	1
7132	maximum	34
7133	may	268
7134	mayb	39
7135	mayhem	3
7136	mayor	30
7137	maze	2
7138	mbeki	3
7139	mcalest	3
7140	mcarthur	1
7141	mcauliff	4
7142	mcavoy	1
7143	mccain	5
7144	mccarthi	2
7145	mcclean	1
7146	mcclure	1
7147	mccollum	7
7148	mccomb	1
7149	mcconnel	1
7150	mcdaniel	1
7151	mcdonald	2
7152	mcdoogl	3
7153	mcdougal	12
7154	mcduff	1
7155	mcduge	1
7156	mcenro	2
7157	mcgwire	2
7158	mci	1
7159	mcintosh	1
7160	mcnamara	1
7161	mcveigh	1
7162	md	6
7163	meager	2
7164	meal	6
7165	mean	99
7166	meaning	2
7167	meant	22
7168	meantim	14
7169	meanwhil	74
7170	measur	69
7171	meat	3
7172	mecca	2
7173	mechan	10
7174	mechanicsvil	3
7175	medal	10
7176	medalist	5
7177	media	68
7178	mediat	17
7179	medic	92
7180	medicar	13
7181	medicin	18
7182	medina	5
7183	medinat	2
7184	mediterranean	6
7185	medium	6
7186	meena	1
7187	meet	171
7188	megaphon	1
7189	megawatt	2
7190	meghann	3
7191	megrahi	1
7192	meguid	1
7193	mehta	3
7194	mei	1
7195	mel	67
7196	mela	3
7197	melancholi	1
7198	melbourn	28
7199	mele	7
7200	melissa	7
7201	mell	1
7202	mellman	1
7203	melros	1
7204	melt	3
7205	melvin	4
7206	member	205
7207	membership	4
7208	memento	1
7209	memo	5
7210	memoir	1
7211	memor	4
7212	memorandum	1
7213	memori	58
7214	memphi	1
7215	men	217
7216	menac	1
7217	mend	3
7218	menet	1
7219	mengistu	1
7220	mensch	1
7221	mental	15
7222	mention	37
7223	mentor	1
7224	menu	2
7225	mer	1
7226	merced	3
7227	merchant	6
7228	merci	6
7229	merciless	1
7230	mere	17
7231	merg	3
7232	merger	2
7233	meri	2
7234	merianov	1
7235	merit	13
7236	merlin	1
7237	mermonsk	1
7238	mermosk	1
7239	mern	1
7240	merri	2
7241	mershon	8
7242	mesh	2
7243	mesmer	1
7244	mess	17
7245	messag	44
7246	messeng	1
7247	met	81
7248	metal	32
7249	metallurg	2
7250	metaphor	3
7251	meteorolog	6
7252	meteorologist	3
7253	meter	2
7254	method	15
7255	methodist	2
7256	methodolog	1
7257	methyl	1
7258	meticul	4
7259	metropolitan	1
7260	mexican	4
7261	mexico	34
7262	mi	2
7263	mia	12
7264	miami	14
7265	miand	1
7266	micandinov	1
7267	mich	9
7268	michael	45
7269	michal	3
7270	michel	4
7271	michella	1
7272	michigan	18
7273	mickelson	3
7274	mickli	1
7275	microphon	2
7276	microscop	2
7277	micunov	1
7278	mid	35
7279	midafternoon	1
7280	midday	11
7281	middl	133
7282	mideast	25
7283	midhar	2
7284	midnight	19
7285	midpoint	1
7286	midsect	3
7287	midst	7
7288	midstream	1
7289	midway	2
7290	midweek	1
7291	midwest	3
7292	midwestern	1
7293	mif	1
7294	mift	1
7295	mig	1
7296	might	173
7297	mighti	3
7298	migrant	2
7299	migrat	5
7300	miguel	11
7301	mihailova	1
7302	mihajlov	3
7303	mihdar	3
7304	miiltari	1
7305	mik	1
7306	mike	22
7307	mikhail	8
7308	mikhailov	1
7309	mikilo	1
7310	miklaszeski	1
7311	miklaszewski	14
7312	miklaszweski	1
7313	mil	19
7314	milagro	2
7315	milan	10
7316	milanko	1
7317	milanov	2
7318	mild	7
7319	mildli	1
7320	mildr	1
7321	mile	138
7322	mileston	2
7323	milica	2
7324	milit	38
7325	militantli	2
7326	militar	3
7327	militari	282
7328	militarili	8
7329	militia	2
7330	militiamen	1
7331	milivoj	1
7332	milivojev	1
7333	milk	1
7334	milken	17
7335	mill	4
7336	millenni	1
7337	millennium	4
7338	miller	6
7339	millimet	2
7340	million	192
7341	millionair	15
7342	milo	3
7343	milosev	134
7344	milosov	1
7345	milovan	2
7346	milroy	1
7347	milutin	4
7348	milutinov	9
7349	milwauke	6
7350	min	1
7351	minaret	2
7352	minc	1
7353	mind	38
7354	minder	1
7355	mindset	1
7356	mine	47
7357	minefield	1
7358	miner	20
7359	minesweep	1
7360	ming	1
7361	mingl	3
7362	minh	24
7363	miniatur	1
7364	minim	3
7365	minimum	13
7366	minist	171
7367	ministri	35
7368	minivan	1
7369	minn	3
7370	minneapoli	2
7371	minner	1
7372	minnesota	12
7373	minnesotan	1
7374	minor	39
7375	mint	1
7376	minu	6
7377	minut	114
7378	mira	3
7379	miracl	10
7380	miracul	7
7381	miranda	3
7382	mirco	1
7383	miriam	1
7384	mirjana	9
7385	mirko	2
7386	miroljub	1
7387	miroslav	2
7388	miroslava	2
7389	mirror	3
7390	misappli	2
7391	miscalcul	1
7392	misconduct	1
7393	misconstru	1
7394	miscu	1
7395	misde	2
7396	misdemeanor	8
7397	miser	4
7398	miseri	1
7399	misfir	3
7400	misfortun	1
7401	misguid	1
7402	misha	2
7403	mishandl	6
7404	mishap	1
7405	mishra	1
7406	misinform	2
7407	misl	2
7408	mislead	1
7409	mismanag	3
7410	mismatch	4
7411	misnom	1
7412	mispronounc	1
7413	misrepres	1
7414	misrepresent	1
7415	misri	1
7416	miss	154
7417	missil	55
7418	mission	55
7419	missionari	3
7420	mississippi	13
7421	missouri	67
7422	missourian	6
7423	misspel	1
7424	misstat	3
7425	misstep	2
7426	mistak	32
7427	mistaken	3
7428	mistreat	4
7429	mistress	6
7430	mistrust	1
7431	misunderstand	3
7432	misunderstood	4
7433	misus	2
7434	mitch	5
7435	mitchel	7
7436	mitic	2
7437	mitig	5
7438	mitra	1
7439	mitrovica	1
7440	mittman	1
7441	mix	26
7442	mixtur	3
7443	mladic	2
7444	mladjan	3
7445	mo	14
7446	moammar	1
7447	moan	1
7448	mob	27
7449	mobil	17
7450	mock	5
7451	mockeri	1
7452	mode	4
7453	model	12
7454	moder	29
7455	modern	24
7456	modest	7
7457	modifi	6
7458	mofrt	1
7459	mogul	5
7460	moham	24
7461	mohammad	1
7462	mohm	1
7463	mohsen	3
7464	moin	1
7465	molass	1
7466	mold	1
7467	mole	1
7468	molest	1
7469	molotov	1
7470	mom	5
7471	momcilo	1
7472	moment	110
7473	moments	1
7474	momentum	12
7475	momir	5
7476	mommi	1
7477	mona	1
7478	monarch	1
7479	monarchi	1
7480	monasteri	1
7481	monday	207
7482	monetari	13
7483	money	115
7484	mong	1
7485	monger	2
7486	monica	32
7487	moniqu	1
7488	monitor	15
7489	monopol	1
7490	monoxid	2
7491	monsignor	1
7492	mont	1
7493	montana	9
7494	montecino	5
7495	montelo	1
7496	montenegrin	7
7497	montenegro	23
7498	montesino	41
7499	montesseno	1
7500	montgomeri	2
7501	month	271
7502	monthli	1
7503	monthlong	1
7504	monticello	1
7505	montonegro	1
7506	montono	1
7507	montoursvil	1
7508	monument	3
7509	moo	1
7510	mood	19
7511	moolgd	1
7512	moon	1
7513	mooney	1
7514	mooni	1
7515	moor	35
7516	moorin	1
7517	moot	1
7518	mope	1
7519	moral	38
7520	morali	1
7521	morariu	4
7522	moratorium	5
7523	moreno	8
7524	moreov	2
7525	moresmo	1
7526	morgan	1
7527	morgu	8
7528	mori	5
7529	morison	1
7530	mork	1
7531	morn	139
7532	moroccan	1
7533	morocco	8
7534	moros	1
7535	morph	1
7536	morrano	1
7537	morri	2
7538	morrisvil	2
7539	mortal	2
7540	mortar	4
7541	mortem	2
7542	morton	3
7543	moscow	79
7544	mosqu	14
7545	mosquito	1
7546	mossad	1
7547	mostli	45
7548	motahar	1
7549	motel	9
7550	moth	1
7551	mother	64
7552	motherland	1
7553	motherless	1
7554	motion	11
7555	motiv	19
7556	motley	1
7557	motor	19
7558	motorbik	1
7559	motorcad	11
7560	motorcycl	6
7561	motorist	1
7562	motsak	4
7563	motto	2
7564	mound	11
7565	mount	39
7566	mountain	37
7567	mountainsid	6
7568	mountaintop	1
7569	mourn	21
7570	mourner	12
7571	mourton	1
7572	mouth	4
7573	mouthpiec	3
7574	move	212
7575	movement	37
7576	mover	5
7577	movi	10
7578	mow	2
7579	moya	10
7580	moynihan	5
7581	moyo	1
7582	mozambiqu	2
7583	mph	16
7584	mr	151
7585	mra	2
7586	mrclinton	1
7587	ms	4
7588	msnbc	5
7589	mtv	1
7590	mubarak	6
7591	much	252
7592	mud	24
7593	muddi	4
7594	muddl	3
7595	mudslid	5
7596	mueller	5
7597	muezzin	1
7598	muffl	3
7599	mug	2
7600	mugab	1
7601	muhajiroun	3
7602	muham	1
7603	muhammad	7
7604	mujahedeen	1
7605	mujahedin	1
7606	mujahid	1
7607	mull	3
7608	mullah	1
7609	mulligan	1
7610	mullin	9
7611	mulshankar	3
7612	multi	1
7613	multifacet	2
7614	multilingu	1
7615	multimillion	2
7616	multimillionair	3
7617	multin	4
7618	multiparti	2
7619	multipl	11
7620	multipli	1
7621	multistori	7
7622	multitud	2
7623	mum	2
7624	mumbai	1
7625	munchak	1
7626	mundan	2
7627	munich	1
7628	municip	17
7629	munit	3
7630	muprhi	1
7631	muqbel	1
7632	murder	52
7633	murdoch	1
7634	murk	1
7635	murki	3
7636	murmansk	5
7637	murmosk	1
7638	murousi	1
7639	murphi	21
7640	murray	2
7641	murtza	1
7642	musawah	3
7643	muscl	4
7644	muscular	1
7645	muse	1
7646	museum	7
7647	musharraf	4
7648	music	13
7649	musician	2
7650	muslim	59
7651	must	123
7652	mustach	2
7653	muster	1
7654	mustn	3
7655	mute	9
7656	mutil	2
7657	mutin	1
7658	mutini	7
7659	muttawakil	1
7660	mutter	1
7661	mutual	1
7662	myakka	1
7663	myasthenia	1
7664	mydan	1
7665	myer	4
7666	myong	2
7667	mysteri	17
7668	mystiqu	1
7669	myth	2
7670	mythic	1
7671	n	80
7672	naacp	1
7673	nab	2
7674	nabil	1
7675	nachtig	4
7676	nacion	1
7677	nadejda	1
7678	nader	12
7679	naderi	2
7680	nadia	1
7681	nadler	1
7682	nadu	1
7683	nagel	1
7684	nagl	1
7685	nagyova	3
7686	nahdi	1
7687	nai	1
7688	nail	3
7689	naina	5
7690	nainabehn	1
7691	nairobi	6
7692	nairri	1
7693	naiv	1
7694	naji	1
7695	najjar	1
7696	nake	2
7697	nam	4
7698	namast	1
7699	nambiar	1
7700	name	162
7701	namesak	1
7702	namrata	5
7703	nanci	3
7704	nanni	1
7705	nanuet	1
7706	naoya	1
7707	nap	2
7708	narayan	2
7709	narayanan	1
7710	narbheram	1
7711	narcot	13
7712	narr	1
7713	narrow	29
7714	narrowli	9
7715	nasa	1
7716	nasdaq	1
7717	nashvil	7
7718	nasir	1
7719	nasr	1
7720	nassou	2
7721	nasti	1
7722	nastier	1
7723	natalia	1
7724	nath	1
7725	nati	1
7726	nation	332
7727	nationalcop	1
7728	nationalist	15
7729	nationwid	20
7730	nativ	18
7731	nato	47
7732	natop	1
7733	natta	1
7734	natter	11
7735	natur	49
7736	nauf	1
7737	navajo	4
7738	naval	108
7739	navarro	1
7740	navasota	1
7741	navcentpag	2
7742	navel	1
7743	navi	230
7744	navig	2
7745	navnirman	1
7746	navpalib	4
7747	navrotski	8
7748	navstanorva	1
7749	navymen	2
7750	nazi	3
7751	nbc	66
7752	ne	1
7753	nea	1
7754	near	181
7755	nearbi	66
7756	nearest	1
7757	nearli	115
7758	neat	4
7759	neatli	1
7760	neb	1
7761	nebojsa	15
7762	nebraska	4
7763	necess	2
7764	necessari	30
7765	necessarili	8
7766	necessit	3
7767	neck	9
7768	ned	1
7769	need	210
7770	needi	1
7771	neediest	1
7772	needl	1
7773	neeman	1
7774	neg	12
7775	negat	1
7776	neglect	2
7777	neglig	4
7778	negoti	63
7779	neighbor	83
7780	neighborhood	54
7781	neighborli	5
7782	neil	2
7783	neill	3
7784	neither	38
7785	nelli	1
7786	nelson	8
7787	nemesi	4
7788	nemeth	1
7789	nena	1
7790	nenad	10
7791	nenadov	1
7792	nene	1
7793	neo	7
7794	nepal	8
7795	nephew	5
7796	neruda	2
7797	nerv	5
7798	nervou	12
7799	nervous	4
7800	nese	1
7801	ness	1
7802	nest	1
7803	net	81
7804	netherland	15
7805	network	61
7806	neutral	4
7807	nevada	7
7808	never	143
7809	nevertheless	9
7810	nevypolneniy	1
7811	new	401
7812	newark	1
7813	newburi	21
7814	newcomb	1
7815	newer	1
7816	newest	6
7817	newfound	1
7818	newli	34
7819	newlyw	2
7820	newport	2
7821	news	352
7822	newscast	7
7823	newslett	4
7824	newsmagazin	1
7825	newsnow	1
7826	newspap	58
7827	newsroom	1
7828	newsstand	1
7829	newsstori	3
7830	newsweek	3
7831	newswir	1
7832	next	238
7833	nfl	1
7834	ng	2
7835	nga	4
7836	ngan	1
7837	ngo	2
7838	ngoc	2
7839	nguessan	2
7840	nguyen	4
7841	nhan	1
7842	nhema	1
7843	ni	10
7844	nic	1
7845	nicaragua	3
7846	nice	10
7847	niceti	1
7848	nich	1
7849	nichola	2
7850	nick	4
7851	nicknam	5
7852	nicodem	2
7853	nicol	3
7854	nicola	8
7855	nidal	1
7856	niec	1
7857	nielsen	1
7858	nien	2
7859	nieto	1
7860	nigeria	7
7861	nigerian	1
7862	night	198
7863	nightclub	3
7864	nighter	1
7865	nightfal	3
7866	nightgown	2
7867	nightli	2
7868	nightmar	6
7869	nightmarish	1
7870	nighttim	6
7871	nikit	1
7872	nikol	2
7873	nikola	3
7874	niksic	2
7875	nimesh	1
7876	nin	2
7877	nina	5
7878	nine	47
7879	nineti	1
7880	nino	1
7881	ninth	20
7882	nip	2
7883	nirmala	1
7884	nissan	3
7885	nitex	2
7886	nitrat	1
7887	nitti	1
7888	nixon	17
7889	nizali	1
7890	nleomf	1
7891	nn	1
7892	nobl	3
7893	nobleman	1
7894	nobodi	39
7895	nod	2
7896	noi	1
7897	nois	6
7898	noisi	1
7899	nolan	1
7900	noman	1
7901	nomin	17
7902	nomine	14
7903	non	18
7904	nonchalantli	1
7905	noncommiss	1
7906	none	45
7907	nonessenti	3
7908	nonetheless	9
7909	nonexist	5
7910	nongovern	2
7911	nonneman	1
7912	nonpartisan	6
7913	nonpolit	2
7914	nonprofit	3
7915	nonsens	1
7916	nonspecif	1
7917	nonstat	1
7918	nonstop	4
7919	nonviol	7
7920	nonword	1
7921	noon	13
7922	noparolepelti	2
7923	norah	1
7924	norfolk	67
7925	norm	3
7926	normal	69
7927	normalci	1
7928	norman	19
7929	north	78
7930	northeast	10
7931	northeastern	6
7932	northern	60
7933	northup	4
7934	northward	1
7935	northwest	17
7936	northwestern	3
7937	norton	1
7938	norway	14
7939	norwegian	44
7940	nose	3
7941	nostalgia	1
7942	notabl	10
7943	notch	4
7944	note	70
7945	notebook	2
7946	noth	82
7947	notic	19
7948	notif	1
7949	notifi	20
7950	notion	4
7951	notori	6
7952	notorieti	1
7953	notr	2
7954	notwithstand	2
7955	nov	38
7956	novel	2
7957	novelist	2
7958	novemb	36
7959	novi	4
7960	novic	1
7961	novost	1
7962	novosti	3
7963	nowaday	1
7964	nowher	8
7965	npr	9
7966	ntsb	5
7967	nuanc	1
7968	nuclear	52
7969	nude	1
7970	nudg	3
7971	nuffer	1
7972	null	1
7973	nullifi	9
7974	numb	1
7975	number	145
7976	numer	21
7977	nun	1
7978	nuria	3
7979	nurs	8
7980	nurtur	2
7981	nuvajubhai	1
7982	nw	1
7983	ny	1
7984	nytim	1
7985	o	17
7986	oa	2
7987	oakland	1
7988	oasi	2
7989	oath	13
7990	oaxa	1
7991	obedi	2
7992	obey	9
7993	obituari	1
7994	object	36
7995	oblig	9
7996	obliqu	1
7997	obliter	2
7998	obrad	1
7999	obradov	3
8000	obrenovac	1
8001	obscen	2
8002	obscur	5
8003	observ	45
8004	observatori	1
8005	obsess	2
8006	obstacl	14
8007	obstinaci	1
8008	obstruct	3
8009	obstructionist	1
8010	obtain	61
8011	obviou	12
8012	obvious	46
8013	obyazatelstv	1
8014	occas	19
8015	occasion	14
8016	occup	9
8017	occupi	16
8018	occur	67
8019	ocean	13
8020	ochoa	3
8021	oct	112
8022	oct2000	1
8023	octob	76
8024	octopu	3
8025	odci	4
8026	odd	10
8027	odeh	1
8028	odium	1
8029	odlon	1
8030	odolon	1
8031	off	2
8032	offenc	1
8033	offend	13
8034	offens	16
8035	offer	128
8036	offic	364
8037	offici	496
8038	offshoot	1
8039	offshor	11
8040	ofici	1
8041	often	64
8042	ofussia	1
8043	ogen	1
8044	ognjen	1
8045	oh	14
8046	ohio	9
8047	oht	2
8048	oik	1
8049	oil	48
8050	oiler	2
8051	oilfield	1
8052	oili	4
8053	ojdan	3
8054	ok	16
8055	okay	8
8056	okaz	1
8057	okla	2
8058	oklahoma	13
8059	oklia	1
8060	old	256
8061	olden	1
8062	older	9
8063	oldest	9
8064	oleg	2
8065	olga	3
8066	oliv	5
8067	oliva	2
8068	olivera	5
8069	olivo	1
8070	oloroc	1
8071	olsen	3
8072	olson	1
8073	olymp	16
8074	olympia	3
8075	olympian	1
8076	om	1
8077	omah	1
8078	oman	4
8079	omar	9
8080	ombudsman	4
8081	omen	3
8082	omeri	1
8083	omin	2
8084	omiss	2
8085	omit	2
8086	omnivor	1
8087	onal	1
8088	onboard	4
8089	one	606
8090	onetim	2
8091	ong	1
8092	ongo	14
8093	onkar	1
8094	onlin	1
8095	onlook	9
8096	onsit	1
8097	onslaught	1
8098	onto	50
8099	onw	1
8100	onward	1
8101	op	1
8102	opec	1
8103	open	275
8104	openli	16
8105	oper	166
8106	opera	2
8107	operat	1
8108	opinion	23
8109	oppon	75
8110	opportun	30
8111	oppos	42
8112	opposit	188
8113	opt	6
8114	optic	2
8115	optim	4
8116	optimist	12
8117	option	39
8118	opul	3
8119	opusa	1
8120	oracl	1
8121	oral	1
8122	orang	10
8123	orano	1
8124	orat	2
8125	oratori	1
8126	orbit	1
8127	orchard	1
8128	orchestr	4
8129	ordain	1
8130	ordeal	5
8131	order	132
8132	orderli	6
8133	ordin	1
8134	ordinari	16
8135	ordnanc	7
8136	ore	7
8137	oregon	11
8138	oreman	1
8139	org	13
8140	organ	120
8141	organiz	2
8142	orgi	1
8143	orient	6
8144	origin	46
8145	orissa	1
8146	orlando	4
8147	orlean	1
8148	orphan	1
8149	orrin	2
8150	ort	1
8151	ortega	2
8152	ortel	1
8153	orthodox	17
8154	orthoped	1
8155	ortiz	3
8156	osama	84
8157	oscar	5
8158	oshima	3
8159	oshman	6
8160	oskinoff	1
8161	oslo	2
8162	osprey	1
8163	osseo	1
8164	ostentati	1
8165	osteochondrosi	1
8166	ostrichlik	1
8167	other	196
8168	otherwis	22
8169	otpor	2
8170	ottoman	5
8171	ouattara	30
8172	ought	13
8173	oui	1
8174	ould	1
8175	ouof	1
8176	oust	53
8177	ouster	9
8178	out	2
8179	outboard	3
8180	outbreak	6
8181	outburst	3
8182	outclass	1
8183	outcom	46
